NL Statement,Logic Expression
"If the camera lens is covered and the ambient light is low, the camera shall enter standby mode.",(Camera lens covered and Ambient light is low)-->(Enter standby mode)
"If the camera detects a face and the recognition confidence is high, it shall log the face in the database.",(Detect face and Recognition confidence is high)-->(Log face in the database)
"If the camera detects smoke or fire, the built-in alarm system shall be activated.",(Detect smoke or fire)-->(Activate built-in alarm system)
"If the camera is disconnected from the network for more than 10 minutes, it shall attempt to reconnect automatically.",(Camera disconnected from network for > 10 minutes)-->(Attempt automatic reconnection)
"If the camera is in manual mode and the user input indicates a zoom command, the camera shall adjust the zoom level.",(Camera in manual mode and User input indicates zoom command)-->(Adjust zoom level)
"If the camera detects abnormal temperature fluctuations in a monitored area, an alert shall be sent to the user.",(Detect abnormal temperature fluctuations)-->(Send alert to user)
"If the camera's memory is full and it is currently recording, it shall stop recording and notify the user.",(Camera memory full and Currently recording)-->(Stop recording and notify user)
"If the camera is in privacy mode and any motion is detected, it shall exit privacy mode automatically.",(Camera in privacy mode and Motion detected)-->(Exit privacy mode automatically)
"If the camera is in outdoor mode and the weather sensor indicates heavy rain, it shall adjust its settings for weather resistance.",(Camera in outdoor mode and Weather sensor indicates heavy rain)-->(Adjust settings for weather resistance)
"If the dustbin is full or the battery level is below 20%, the vacuum cleaner shall return to the charging dock for recharging.",(Dustbin is full or Battery level < 20%)-->(Return to charging dock for recharging)
"If the vacuum cleaner detects an obstacle in its path and the cleaning mode is set to auto, it shall automatically change direction to avoid the obstacle.",(Obstacle detected in path and Cleaning mode set to auto)-->(Automatically change direction to avoid obstacle)
"If the vacuum cleaner's filter is clogged and the suction power setting is high, it shall reduce the suction power to prevent damage to the motor.",(Filter is clogged and Suction power setting is high)-->(Reduce suction power to prevent motor damage)
"If the vacuum cleaner is in turbo mode and the noise level exceeds 80 decibels, it shall automatically switch to silent mode.",(Vacuum cleaner in turbo mode and Noise level > 80 decibels)-->(Automatically switch to silent mode)
"If the vacuum cleaner detects a carpeted surface and the brush roll setting is off, it shall automatically activate the brush roll for effective cleaning.",(Carpeted surface detected and Brush roll setting is off)-->(Automatically activate brush roll for effective cleaning)
"If the vacuum cleaner's dirt sensor detects a high concentration of dust particles, it shall increase the suction power to ensure thorough cleaning.",(Dirt sensor detects high concentration of dust particles)-->(Increase suction power for thorough cleaning)
"If the vacuum cleaner's battery level is above 80% and the schedule mode is enabled, it shall start cleaning according to the preset schedule.",(Battery level > 80% and Schedule mode is enabled)-->(Start cleaning according to preset schedule)
"If the vacuum cleaner's dustbin is removed while in operation, it shall pause cleaning and emit a warning sound until the dustbin is reinserted.",(Dustbin is removed while in operation)-->(Pause cleaning and Emit warning sound until dustbin is reinserted)
"If the vacuum cleaner detects an unusually high temperature in the motor compartment, it shall automatically shut down to prevent overheating.",(Unusually high temperature detected in motor compartment)-->(Automatically shut down to prevent overheating)
"If the vacuum cleaner's wheels get stuck on an obstacle and the auto-pilot mode is enabled, it shall navigate around the obstacle to resume cleaning.",(Wheels get stuck on obstacle and Auto-pilot mode is enabled)-->(Navigate around obstacle to resume cleaning)
"If the room temperature exceeds 25 degrees Celsius and the fan speed is set to low, the smart fan shall automatically increase its speed to maintain comfort.",(Room temperature > 25 degrees Celsius and Fan speed is set to low)-->(Automatically increase fan speed for comfort)
